name,position,fantasy_points_target,weighted_historical_avg,consistency_score,performance_trend,seasons_played,total_career_points,games_played,targets,carries
E.Wilson,RB,99.9,99.9,0.5,0.0,1,99.9,,17.0,
EFTON CHISM III,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
ELIC AYOMANOR,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
ELIJAH ARROYO,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
ELIJHAH BADGER,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
EMEKA EGBUKA,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
Evan McPherson,K,8.5,8.5,0.5,0.0,1,8.5,,,
F.Franks,TE,2.2,2.2,0.5,0.0,1,2.2,,3.0,
F.MOREAU,WR,,,,,2,,16.0,35.0,0.0
F.Moreau,TE,103.3,103.3,0.5,0.0,1,103.3,,43.0,
G.CALCATERRA,TE,,,,,2,,16.0,28.0,0.0
G.Calcaterra,TE,61.2,61.2,0.5,0.0,1,61.2,,31.0,
G.DAVIS,WR,,,,,2,,16.0,41.0,0.0
G.DORTCH,WR,,,,,2,,16.0,38.0,3.0
G.DULCICH,WR,,,0.5,0.0,1,,16.0,11.0,0.0
G.Davis,WR,53.9,53.9,0.5,0.0,1,53.9,,42.0,
G.Dortch,WR,90.3,90.3,0.5,0.0,1,90.3,,50.0,
G.DuBose,WR,3.1,3.1,0.5,0.0,1,3.1,,4.0,
G.Dulcich,TE,7.7999997,7.7999997,0.5,0.0,1,7.7999997,,12.0,
G.EDWARDS,WR,,,,,2,,16.0,3.0,78.0
G.Edwards,RB,66.3,66.3,0.5,0.0,1,66.3,,5.0,
G.Everett,TE,11.599999,11.599999,0.5,0.0,1,11.599999,,13.0,
G.Holani,RB,1.9,1.9,0.5,0.0,1,1.9,,1.0,
G.KITTLE,TE,,,,,2,,16.0,93.0,0.0
G.Kittle,TE,236.6,236.6,0.5,0.0,1,236.6,,94.0,
G.MINSHEW,WR,,,,,2,,16.0,5.0,8.0
G.Minshew,QB,96.32,96.32,0.5,0.0,1,96.32,,0.0,
G.PICKENS,WR,,,,,2,,16.0,79.0,1.0
G.Pickens,WR,184.1,184.1,0.5,0.0,1,184.1,,108.0,
G.SMITH,WR,,,,,2,,16.0,1.0,25.0
G.Smith,QB,266.0,266.0,0.5,0.0,1,266.0,,0.0,
G.Swaim,TE,1.7,1.7,0.5,0.0,1,1.7,,1.0,
G.WILSON,WR,,,,,2,,16.0,117.0,1.0
G.Wilson,WR,251.9,251.9,0.5,0.0,1,251.9,,153.0,
GAVIN BARTHOLOMEW,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
GB DST,DST,6.4,6.4,0.5,0.0,1,6.4,,,
GRAHAM MERTZ,QB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
GUNNAR HELM,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
Graham Gano,K,6.6,6.6,0.5,0.0,1,6.6,,,
Greg Joseph,K,0.0,0.0,0.5,0.0,1,0.0,,,
H.Bryant,TE,17.6,17.6,0.5,0.0,1,17.6,,12.0,
H.HASKINS,WR,,,,,2,,16.0,3.0,17.0
H.HENRY,RB,,,,,2,,16.0,90.0,0.0
H.HURST,WR,,,,,2,,16.0,11.0,0.0
H.Haskins,RB,33.3,33.3,0.5,0.0,1,33.3,,4.0,
H.Henry,TE,145.4,145.4,0.5,0.0,1,145.4,,97.0,
H.Hooker,QB,2.68,2.68,0.5,0.0,1,2.68,,0.0,
H.Hurst,TE,15.3,15.3,0.5,0.0,1,15.3,,13.0,
H.LUEPKE,WR,,,,,2,,16.0,12.0,10.0
H.Long,TE,21.3,21.3,0.5,0.0,1,21.3,,11.0,
HAROLD FANNIN JR,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
HOU DST,DST,6.9,6.9,0.5,0.0,1,6.9,,,
Harrison Butker,K,8.8,8.8,0.5,0.0,1,8.8,,,
I.DAVIS,WR,,,,,2,,16.0,10.0,25.0
I.Davis,RB,45.9,45.9,0.5,0.0,1,45.9,,12.0,
I.GUERENDO,WR,,,,,2,,16.0,14.0,66.0
I.Guerendo,RB,96.2,96.2,0.5,0.0,1,96.2,,16.0,
I.Hodgins,WR,3.2,3.2,0.5,0.0,1,3.2,,2.0,
I.LIKELY,WR,,,,,2,,16.0,47.0,0.0
I.Likely,TE,149.3,149.3,0.5,0.0,1,149.3,,67.0,
I.PACHECO,WR,,,,,2,,16.0,15.0,61.0
I.Pacheco,RB,65.3,65.3,0.5,0.0,1,65.3,,21.0,
I.Smith,TE,1.2,1.2,0.5,0.0,1,1.2,,1.0,
I.Smith-Marsette,WR,6.0,6.0,0.5,0.0,1,6.0,,0.0,
I.Thomas,TE,3.7,3.7,0.5,0.0,1,3.7,,6.0,
I.Williams,WR,2.6,2.6,0.5,0.0,1,2.6,,3.0,
IND DST,DST,5.9,5.9,0.5,0.0,1,5.9,,,
ISAAC TESLAA,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
ISAIAH BOND,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
ISAIAH NEYOR,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
J.ADDISON,WR,,,,,2,,16.0,80.0,2.0
J.AKINS,WR,,,,,2,,16.0,34.0,0.0
J.ALLEN,QB,,,,,2,,16.0,0.0,66.0
J.Addison,WR,218.40001,218.40001,0.5,0.0,1,218.40001,,107.0,
J.Akins,TE,91.0,91.0,0.5,0.0,1,91.0,,58.0,
J.Allen,QB,438.28,438.28,0.5,0.0,1,438.28,,0.0,
J.BATES,TE,,,0.5,0.0,1,,16.0,11.0,0.0
J.BOBO,WR,,,,,2,,16.0,15.0,0.0
J.BRISSETT,WR,,,0.5,0.0,1,,16.0,1.0,11.0
J.BROOKS,WR,,,,,2,,16.0,31.0,5.0
J.BURROW,QB,,,,,2,,16.0,3.0,23.0
J.BURTON,WR,,,,,2,,16.0,11.0,0.0
J.Baker,WR,2.2,2.2,0.5,0.0,1,2.2,,4.0,
J.Bates,TE,20.5,20.5,0.5,0.0,1,20.5,,18.0,
J.Bell,TE,4.0,4.0,0.5,0.0,1,4.0,,3.0,
J.Bobo,WR,29.7,29.7,0.5,0.0,1,29.7,,17.0,
J.Brissett,QB,45.24,45.24,0.5,0.0,1,45.24,,0.0,
J.Brooks,RB,7.4999995,21.599999750000002,0.06622516446647078,-0.7683923841961853,16,345.59999600000003,,3.0,
J.Burrow,QB,372.82,372.82,0.5,0.0,1,372.82,,0.0,
J.Burton,WR,14.7,14.7,0.5,0.0,1,14.7,,14.0,
J.CHASE,WR,,,,,2,,16.0,85.0,0.0
J.CHESTNUT,WR,,,,,2,,16.0,2.0,13.0
J.COKER,WR,,,,,2,,16.0,36.0,0.0
J.CONNER,WR,,,,,2,,16.0,48.0,173.0
J.COOK,RB,,,,,2,,16.0,31.0,164.0
J.CROWDER,WR,,,,,2,,16.0,13.0,0.0
J.Chase,WR,403.0,403.0,0.5,0.0,1,403.0,,175.0,
J.Chestnut,RB,13.3,13.3,0.5,0.0,1,13.3,,3.0,
J.Coker,WR,92.56,92.56,0.5,0.0,1,92.56,,46.0,
J.Conner,RB,253.8,253.8,0.5,0.0,1,253.8,,55.0,
J.Cook,RB,324.3,324.3,0.5,0.0,1,324.3,,44.0,
J.Cowing,WR,12.7,12.7,0.5,0.0,1,12.7,,6.0,
J.Crowder,WR,34.1,34.1,0.5,0.0,1,34.1,,18.0,
J.DANIELS,WR,,,,,2,,16.0,0.0,126.0
J.DOBBINS,WR,,,,,2,,16.0,29.0,157.0
J.DOTSON,WR,,,,,2,,16.0,22.0,0.0
J.DOWNS,WR,,,,,2,,16.0,77.0,0.0
J.Daniels,QB,428.19998,428.19998,0.5,0.0,1,428.19998,,0.0,
J.Darden,WR,1.6,1.6,0.5,0.0,1,1.6,,1.0,
J.Deguara,TE,4.4,4.4,0.5,0.0,1,4.4,,3.0,
J.Dobbins,RB,194.4,194.4,0.5,0.0,1,194.4,,39.0,
J.Dobbs,QB,30.84,30.84,0.5,0.0,1,30.84,,0.0,
J.Dotson,WR,56.2,56.2,0.5,0.0,1,56.2,,38.0,
J.Downs,WR,182.2,182.2,0.5,0.0,1,182.2,,107.0,
J.FERGUSON,WR,,,,,2,,16.0,54.0,0.0
J.FIELDS,WR,,,,,2,,16.0,0.0,44.0
J.FORD,WR,,,,,2,,16.0,36.0,77.0
J.Ferguson,TE,104.4,104.4,0.5,0.0,1,104.4,,86.0,
J.Fields,QB,119.14,119.14,0.5,0.0,1,119.14,,0.0,
J.FitzPatrick,TE,1.2,1.2,0.5,0.0,1,1.2,,1.0,
J.Flacco,QB,99.04,99.04,0.5,0.0,1,99.04,,0.0,
J.Ford,RB,134.0,134.0,0.5,0.0,1,134.0,,43.0,
J.Fortson,TE,1.5,1.5,0.5,0.0,1,1.5,,3.0,
J.GIBBS,WR,,,,,2,,16.0,37.0,221.0
J.GOFF,WR,,,,,2,,16.0,13.0,16.0
J.Garoppolo,QB,19.86,19.86,0.5,0.0,1,19.86,,0.0,
J.Gibbs,RB,390.4,390.4,0.5,0.0,1,390.4,,74.0,
J.Goff,QB,333.68,333.68,0.5,0.0,1,333.68,,1.0,
J.HASTY,WR,,,,,2,,16.0,9.0,13.0
J.HERBERT,QB,,,,,2,,16.0,0.0,27.0
J.HILL,WR,,,,,2,,16.0,50.0,41.0
J.HURTS,WR,,,,,2,,16.0,1.0,130.0
J.HYATT,WR,,,,,2,,16.0,14.0,0.0
J.Haener,QB,13.24,13.24,0.5,0.0,1,13.24,,0.0,
J.Hasty,RB,28.8,28.8,0.5,0.0,1,28.8,,12.0,
J.Herbert,QB,291.08002,291.08002,0.5,0.0,1,291.08002,,0.0,
J.Hill,TE,22.0,84.65,0.015710919088766692,-0.8449089683074849,16,1354.4,,19.0,
J.Hurts,QB,411.56,411.56,0.5,0.0,1,411.56,,0.0,
J.Hyatt,WR,14.2,14.2,0.5,0.0,1,14.2,,19.0,
J.JACOBS,WR,,,,,2,,16.0,4.0,236.0
J.JEFFERSON,WR,,,,,2,,16.0,140.0,0.0
J.JENNINGS,WR,,,,,2,,16.0,96.0,0.0
J.JEUDY,WR,,,,,2,,16.0,94.0,0.0
J.JOHNSON,WR,,,,,2,,16.0,54.0,4.0
J.JONES,WR,,,,,2,,16.0,6.0,24.0
J.Jackson,WR,1.3,1.3,0.5,0.0,1,1.3,,3.0,
J.Jacobs,RB,314.2,314.2,0.5,0.0,1,314.2,,46.0,
J.Jefferson,RB,4.2,166.23999999999998,0.006133464180569185,-0.9842079689018465,16,2659.8399999999997,,1.0,
J.Jennings,WR,210.5,210.5,0.5,0.0,1,210.5,,113.0,
J.Jeudy,WR,240.9,240.9,0.5,0.0,1,240.9,,145.0,
J.Johnson,QB,0.78,61.79,0.016126431220770843,-0.98562197092084,16,988.64,,0.0,
J.Kelley,RB,0.2,0.2,0.5,0.0,1,0.2,,0.0,
J.Kibodi,RB,4.9,4.9,0.5,0.0,1,4.9,,3.0,
J.LOVE,WR,,,,,2,,16.0,1.0,14.0
J.Love,QB,237.34,237.34,0.5,0.0,1,237.34,,0.0,
J.MASON,WR,,,,,2,,16.0,9.0,116.0
J.MCLAUGHLIN,WR,,,,,2,,16.0,18.0,78.0
J.MCMILLAN,WR,,,,,2,,16.0,43.0,2.0
J.MCNICHOLS,WR,,,,,2,,16.0,8.0,51.0
J.METCHIE,WR,,,,,2,,16.0,33.0,0.0
J.MEYERS,WR,,,,,2,,16.0,105.0,0.0
J.MIMS,WR,,,,,2,,16.0,16.0,15.0
J.MINGO,WR,,,,,2,,16.0,31.0,0.0
J.MIXON,RB,,,,,2,,16.0,49.0,196.0
J.MUNDT,WR,,,,,2,,16.0,25.0,0.0
J.Mason,RB,115.0,115.0,0.5,0.0,1,115.0,,14.0,
J.McClellan,RB,3.2,3.2,0.5,0.0,1,3.2,,0.0,
J.McLaughlin,RB,98.0,98.0,0.5,0.0,1,98.0,,28.0,
J.McMillan,WR,141.5,141.5,0.5,0.0,1,141.5,,62.0,
J.McNichols,RB,70.7,70.7,0.5,0.0,1,70.7,,12.0,
J.Metchie,WR,65.7,65.7,0.5,0.0,1,65.7,,47.0,
J.Meyers,WR,218.0,218.0,0.5,0.0,1,218.0,,129.0,
J.Milton,QB,19.24,19.24,0.5,0.0,1,19.24,,0.0,
J.Mims,RB,26.1,26.1,0.5,0.0,1,26.1,,18.0,
J.Mingo,WR,32.2,32.2,0.5,0.0,1,32.2,,42.0,
J.Mixon,RB,275.4,275.4,0.5,0.0,1,275.4,,57.0,
J.Mundt,TE,50.0,50.0,0.5,0.0,1,50.0,,30.0,
J.NAILOR,WR,,,,,2,,16.0,37.0,2.0
J.Nailor,WR,111.3,111.3,0.5,0.0,1,111.3,,47.0,
J.OJUKWU,WR,,,0.5,0.0,1,,16.0,0.0,19.0
J.OLIVER,WR,,,,,2,,16.0,23.0,0.0
J.Oliver,TE,67.3,67.3,0.5,0.0,1,67.3,,29.0,
J.PALMER,WR,,,,,2,,16.0,52.0,0.0
J.POLK,WR,,,,,2,,16.0,32.0,0.0
J.Palmer,WR,107.4,107.4,0.5,0.0,1,107.4,,65.0,
J.Polk,WR,32.7,32.7,0.5,0.0,1,32.7,,33.0,
J.Proche,WR,5.1,5.1,0.5,0.0,1,5.1,,3.0,
J.REAGOR,WR,,,0.5,0.0,1,,16.0,9.0,2.0
J.REED,WR,,,,,2,,16.0,50.0,14.0
J.REYNOLDS,WR,,,,,2,,16.0,13.0,0.0
J.RUCKERT,WR,,,,,2,,16.0,15.0,0.0
J.Reagor,WR,14.7,14.7,0.5,0.0,1,14.7,,12.0,
J.Reed,WR,205.6,205.6,0.5,0.0,1,205.6,,79.0,
J.Reynolds,WR,38.4,38.4,0.5,0.0,1,38.4,,24.0,
J.Ross,WR,1.6,1.6,0.5,0.0,1,1.6,,2.0,
J.Ruckert,TE,28.5,28.5,0.5,0.0,1,28.5,,28.0,
J.SANDERS,WR,,,,,2,,16.0,35.0,0.0
J.SMITH,WR,,,,,2,,16.0,221.0,4.0
J.Sanders,TE,73.2,73.2,0.5,0.0,1,73.2,,43.0,
J.Shenker,TE,1.7,1.7,0.5,0.0,1,1.7,,1.0,
J.Smith,TE,222.3,222.3,0.5,0.0,1,222.3,,111.0,
J.Smith-Njigba,WR,253.0,253.0,0.5,0.0,1,253.0,,137.0,
J.Smith-Schuster,WR,64.7,64.7,0.5,0.0,1,64.7,,32.0,
J.Stidham,QB,0.5,0.5,0.5,0.0,1,0.5,,0.0,
J.Stoll,TE,3.0,3.0,0.5,0.0,1,3.0,,3.0,
J.TAYLOR,RB,,,,,2,,16.0,27.0,235.0
J.TOLBERT,WR,,,,,2,,16.0,70.0,0.0
J.Taylor,RB,6.3999996,126.5499998,0.008254230279398712,-0.9701251530076705,16,2024.7999968,,3.0,
J.Thrash,WR,5.2,5.2,0.5,0.0,1,5.2,,7.0,
J.Tolbert,WR,152.0,152.0,0.5,0.0,1,152.0,,79.0,
J.WADDLE,WR,,,,,2,,16.0,67.0,3.0
J.WARREN,WR,,,,,2,,16.0,44.0,103.0
J.WHITTINGTON,WR,,,,,2,,16.0,21.0,2.0
J.WHYLE,WR,,,,,2,,16.0,24.0,0.0
J.WILLIAMS,WR,,,,,2,,16.0,72.0,95.0
J.WILSON,WR,,,,,2,,16.0,14.0,13.0
J.WINSTON,WR,,,,,2,,16.0,4.0,14.0
J.WRIGHT,WR,,,,,2,,16.0,6.0,54.0
J.Waddle,WR,149.6,149.6,0.5,0.0,1,149.6,,83.0,
J.Ward,RB,2.1999998,2.1999998,0.5,0.0,1,2.1999998,,0.0,
J.Warren,RB,130.6,130.6,0.5,0.0,1,130.6,,52.0,
J.Watson,WR,66.9,66.9,0.5,0.0,1,66.9,,32.0,
J.Whittington,WR,54.7,54.7,0.5,0.0,1,54.7,,29.0,
J.Whyle,TE,60.8,60.8,0.5,0.0,1,60.8,,37.0,
J.Wiley,TE,1.7,1.7,0.5,0.0,1,1.7,,1.0,
J.Williams,RB,37.100002,142.1666673333333,0.012601435512151463,-0.8315649778956674,81,11515.500054,,11.0,
J.Wilson,WR,14.8,12.6999995,0.32258059313216236,0.3620690829369899,16,203.199992,,16.0,
J.Winston,QB,131.14,131.14,0.5,0.0,1,131.14,,0.0,
J.Wright,RB,26.7,26.7,0.5,0.0,1,26.7,,6.0,
JACK BECH,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JACKSON HAWES,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JACOLBY GEORGE,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JACOREY BROOKS,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JACORY CROSKEY-MERRITT,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAKE BRININGSTOOL,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JALEN MILROE,QB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JALEN ROYALS,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JALIN CONYERS,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAMAAL PRITCHETT,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JARQUEZ HUNTER,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAX DST,DST,5.5,5.5,0.5,0.0,1,5.5,,,
JAXSON DART,QB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAYDEN HIGGINS,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAYDON BLUE,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAYLIN LANE,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JAYLIN NOEL,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JIMMY HORN JR,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JORDAN JAMES,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JORDAN WATKINS,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JOSH KELLY,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JOSHUA SIMON,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
JUNIOR BERGEN,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
Jake Bates,K,8.2,8.2,0.5,0.0,1,8.2,,,
Jake Elliott,K,8.3,8.3,0.5,0.0,1,8.3,,,
Jake Moody,K,8.4,8.4,0.5,0.0,1,8.4,,,
Jason Myers,K,7.9,7.9,0.5,0.0,1,7.9,,,
Jason Sanders,K,8.1,8.1,0.5,0.0,1,8.1,,,
Joey Slye,K,6.5,6.5,0.5,0.0,1,6.5,,,
Joshua Karty,K,6.9,6.9,0.5,0.0,1,6.9,,,
K.ALLEN,QB,,,,,2,,16.0,109.0,0.0
K.AUSTIN,WR,,,,,2,,16.0,17.0,0.0
K.Allen,QB,0.76,92.58,0.010773540185304891,-0.9905070118662352,16,1481.28,,0.0,
K.Austin,WR,27.0,27.0,0.5,0.0,1,27.0,,22.0,
K.BOURNE,WR,,,,,2,,16.0,36.0,0.0
K.BOUTTE,TE,,,,,2,,16.0,56.0,0.0
K.Bourne,WR,65.1,65.1,0.5,0.0,1,65.1,,38.0,
K.Boutte,WR,121.9,121.9,0.5,0.0,1,121.9,,68.0,
K.COLEMAN,WR,,,,,2,,16.0,47.0,0.0
K.Coleman,WR,118.7,118.7,0.5,0.0,1,118.7,,65.0,
K.Cousins,QB,176.32,176.32,0.5,0.0,1,176.32,,0.0,
K.GAINWELL,WR,,,,,2,,16.0,19.0,68.0
K.GRANSON,WR,,,,,2,,16.0,27.0,0.0
K.Gainwell,RB,72.4,72.4,0.5,0.0,1,72.4,,25.0,
K.Granson,TE,32.2,32.2,0.5,0.0,1,32.2,,31.0,
K.HERBERT,QB,,,,,2,,16.0,8.0,27.0
K.HODGE,WR,,,0.5,0.0,1,,16.0,11.0,0.0
K.HUNT,WR,,,,,2,,16.0,20.0,136.0
K.Herbert,RB,31.5,31.5,0.5,0.0,1,31.5,,11.0,
K.Hodge,WR,32.1,32.1,0.5,0.0,1,32.1,,12.0,
K.Hunt,RB,183.4,183.4,0.5,0.0,1,183.4,,35.0,
K.JUSZCZYK,WR,,,,,2,,16.0,20.0,4.0
K.Johnson,WR,1.1,1.1,0.5,0.0,1,1.1,,1.0,
K.MCINTOSH,WR,,,,,2,,16.0,3.0,22.0
K.MILLER,WR,,,,,2,,16.0,5.0,26.0
K.MURRAY,WR,,,,,2,,16.0,4.0,49.0
K.McIntosh,RB,22.4,22.4,0.5,0.0,1,22.4,,4.0,
K.Miller,RB,29.099998,29.099998,0.5,0.0,1,29.099998,,8.0,
K.Mitchell,RB,6.8,6.8,0.5,0.0,1,6.8,,1.0,
K.Murray,QB,297.24,297.24,0.5,0.0,1,297.24,,0.0,
K.Nwangwu,RB,6.0,6.0,0.5,0.0,1,6.0,,0.0,
K.OSBORN,WR,,,,,2,,16.0,12.0,0.0
K.Osborn,WR,18.7,18.7,0.5,0.0,1,18.7,,18.0,
K.PITTS,WR,,,,,2,,16.0,71.0,0.0
K.Pickett,QB,24.44,24.44,0.5,0.0,1,24.44,,0.0,
K.Pitts,TE,131.2,131.2,0.5,0.0,1,131.2,,74.0,
K.Pryor,WR,1.9,1.9,0.5,0.0,1,1.9,,1.0,
K.RAYMOND,WR,,,,,2,,16.0,17.0,1.0
K.Raymond,WR,63.199997,63.199997,0.5,0.0,1,63.199997,,25.0,
K.SHAKIR,WR,,,,,2,,16.0,91.0,1.0
K.Shakir,WR,217.9,217.9,0.5,0.0,1,217.9,,120.0,
K.TURPIN,WR,,,,,2,,16.0,35.0,8.0
K.Turpin,WR,104.2,104.2,0.5,0.0,1,104.2,,52.0,
K.VIDAL,WR,,,,,2,,16.0,6.0,37.0
K.Vaughn,RB,0.4,0.4,0.5,0.0,1,0.4,,0.0,
K.Vidal,RB,32.7,32.7,0.5,0.0,1,32.7,,9.0,
K.WALKER,WR,,,,,2,,16.0,39.0,91.0
K.WILLIAMS,WR,,,,,2,,16.0,40.0,305.0
K.Walker,RB,181.2,181.2,0.5,0.0,1,181.2,,53.0,
K.Wilkerson,WR,9.8,9.8,0.5,0.0,1,9.8,,3.0,
K.Williams,RB,299.8,299.8,0.5,0.0,1,299.8,,45.0,
K.Yeboah,TE,15.700001,15.700001,0.5,0.0,1,15.700001,,8.0,
KADEN PRATHER,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KALEB JOHNSON,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KALEL MULLINGS,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KC DST,DST,6.6,6.6,0.5,0.0,1,6.6,,,
KEANDRE LAMBERT-SMITH,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KELLY AKHARAIYI,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KOBE HUDSON,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KONATA MUMPFIELD,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KURTIS ROURKE,QB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KYLE MCCORD,QB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KYLE MONANGAI,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
KYLE WILLIAMS,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
Ka'imi Fairbairn,K,8.5,8.5,0.5,0.0,1,8.5,,,
L.FARRELL,WR,,,,,2,,16.0,14.0,0.0
L.Farrell,TE,18.699999,18.699999,0.5,0.0,1,18.699999,,17.0,
L.HUMPHREY,WR,,,,,2,,16.0,35.0,0.0
L.Humphrey,WR,64.3,64.3,0.5,0.0,1,64.3,,45.0,
L.JACKSON,QB,,,,,2,,16.0,0.0,101.0
L.Jackson,QB,471.53998,471.53998,0.5,0.0,1,471.53998,,0.0,
L.KRULL,WR,,,,,2,,16.0,18.0,0.0
L.Krull,TE,35.4,35.4,0.5,0.0,1,35.4,,24.0,
L.MCCAFFREY,WR,,,,,2,,16.0,13.0,0.0
L.MCCONKEY,WR,,,,,2,,16.0,114.0,0.0
L.McCaffrey,WR,34.8,34.8,0.5,0.0,1,34.8,,25.0,
L.McConkey,WR,275.6,275.6,0.5,0.0,1,275.6,,126.0,
L.Musgrave,TE,11.5,11.5,0.5,0.0,1,11.5,,10.0,
L.SCHOONMAKER,WR,,,,,2,,16.0,22.0,0.0
L.Schoonmaker,TE,57.100002,57.100002,0.5,0.0,1,57.100002,,36.0,
L.Shenault,WR,14.7,14.7,0.5,0.0,1,14.7,,5.0,
LAC DST,DST,7.2,7.2,0.5,0.0,1,7.2,,,
LAJOHNTAY WESTER,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
LAN LARISON,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
LAR DST,DST,5.1,5.1,0.5,0.0,1,5.1,,,
LEQUINT ALLEN JR,RB,0.0,0.0,0.5,0.0,1,0.0,,0.0,
LUKE LACHEY,TE,0.0,0.0,0.5,0.0,1,0.0,,0.0,
LUTHER BURDEN III,WR,0.0,0.0,0.5,0.0,1,0.0,,0.0,
LV DST,DST,6.0,6.0,0.5,0.0,1,6.0,,,
M.ALIE,WR,,,,,2,,16.0,14.0,0.0
M.ANDREWS,TE,,,,,2,,16.0,56.0,7.0
M.Alie-Cox,TE,32.7,32.7,0.5,0.0,1,32.7,,22.0,
M.Andrews,TE,203.4,203.4,0.5,0.0,1,203.4,,79.0,
M.BROWN,WR,,,,,2,,16.0,25.0,0.0
M.Boone,RB,5.9,5.9,0.5,0.0,1,5.9,,3.0,
M.Brown,WR,28.1,28.1,0.5,0.0,1,28.1,,28.0,
M.CARTER,TE,,,,,2,,16.0,8.0,28.0
M.Carter,RB,35.8,35.8,0.5,0.0,1,35.8,,11.0,
M.Corley,WR,7.2,7.2,0.5,0.0,1,7.2,,6.0,
M.DUNN,WR,,,,,2,,16.0,0.0,12.0
M.EVANS,WR,,,,,2,,16.0,111.0,0.0
